app_data_source,loc_region,return_to_yp,score_total,dem_gender,dem_age,edu_qual_highest,edu_qual_highest_year,emp_yes,emp_org_type,emp_duration,emp_currently,exp_w_child,exp_length_teacher,exp_length_school,exp_length_employee,exp_length_volunteer,interest_w_child,prac_scenario_volunt,prac_scenario_noshow,yi_hired
T2 2022,Chobe,No,22,Female,34,Certificate,2017,Yes,Education,60,No,Yes,30,20.4,36,3,4,1,Plan individually,0
T2 2022,Chobe,No,22,Male,26,Senior Secondary,2020,Yes,Education,10,No,Yes,12,6,5,5,3,1,Planning together with fellow facilitators,1
T2 2022,Chobe,No,21,Female,23,Bachelor and above,2019,Yes,"Health care, social assistance, nonprofit",21.6,No,Yes,2,12,3,6,4,1,Planning together with fellow facilitators,1
T2 2022,Chobe,No,21,Female,32,Bachelor and above,2020,Yes,"Health care, social assistance, nonprofit",19,No,Yes,6,9,5,3,4,1,Planning together with fellow facilitators,0
T2 2022,Chobe,No,21,Female,28,Bachelor and above,2010,Yes,Education,11,No,Yes,1,24,12,24,4,1,Plan individually,1
T2 2022,Chobe,No,20,Female,35,Junior Secondary,2018,Yes,Education,48,No,Yes,24,12,36,2,4,1,Plan individually,1
T2 2022,Chobe,No,19,Female,25,Senior Secondary,2013,Yes,Education,6,No,Yes,6,1,3,13.2,3,1,Plan individually,0
T2 2022,Chobe,Yes,18,Other,26,Certificate,2017,Yes,Education,8,No,Yes,24,17,29,12,3,0,Plan individually,0
T2 2022,Chobe,No,17,Female,32,Senior Secondary,2015,No,"Health care, social assistance, nonprofit",41,No,No,39.6,1,30,24,3,1,Planning together with fellow facilitators,0
T2 2022,Chobe,No,17,Female,23,Senior Secondary,2018,Yes,Government or public administration,1,Yes,Yes,9,6,3,6,4,1,Plan individually,0
T2 2022,Chobe,No,16,Female,24,Senior Secondary,2012,No,Education,14,No,Yes,3,12,6,4,3,1,Plan individually,0
T2 2022,Chobe,No,15,Female,28,Senior Secondary,2019,Yes,"Health care, social assistance, nonprofit",3,No,No,4,7,8,6,4,1,Plan individually,0
T2 2022,Chobe,No,14,Female,25,Diploma,2016,No,Hotel or food services,11,No,Yes,2,2,8,3,4,1,Planning together with fellow facilitators,0
T2 2022,Chobe,No,13,Female,28,Bachelor and above,2020,Yes,Education,20.4,No,Yes,12,6,21.6,16,3,1,Plan individually,0
T2 2022,Chobe,No,12,Female,30,Diploma,2016,No,Utilities or construction,58.8,No,Yes,10,24,24,2,4,1,Plan individually,0
T2 2022,Chobe,No,11,Female,24,Certificate,2020,Yes,"Health care, social assistance, nonprofit",123.6,No,Yes,20,62,112,12,4,1,Wait for supervisor or further instruction,0
T2 2022,Chobe,No,8,Female,24,Bachelor and above,2014,Yes,Education,30,No,Yes,5,24,4,24,4,1,Plan individually,1
T2 2022,Chobe,No,7,Male,27,Bachelor and above,2016,Yes,Hotel or food services,15,Yes,Yes,33.599999999999994,2,8,5,4,1,Plan individually,0
T2 2022,Chobe,Yes,7,Female,23,Senior Secondary,2012,Yes,"Farming, agriculture, or mining",8,Yes,Yes,5,2,3,3,3,0,Planning together with fellow facilitators,0
T2 2022,Chobe,No,6,Female,33,Bachelor and above,2015,No,Other,38.400000000000006,No,No,24,12,21.6,5,4,1,Plan individually,0
T2 2022,North East,No,28,Female,35,Bachelor and above,2019,Yes,Education,38.400000000000006,No,Yes,6,12,24,16.799999999999997,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,28,Female,29,Certificate,2020,Yes,"Health care, social assistance, nonprofit",13,Yes,Yes,12,5,9,3,3,1,Planning together with fellow facilitators,1
T2 2022,North East,Yes,27,Female,27,Certificate,2017,Yes,"Health care, social assistance, nonprofit",9,Yes,Yes,7,8,3,6,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,27,Female,26,Bachelor and above,2012,Yes,Religious,21.6,No,Yes,2,12,3,7,4,1,Planning together with fellow facilitators,1
T2 2022,North East,Yes,27,Female,28,Certificate,2024,No,Education,9,Yes,Yes,15.6,8,31.200000000000003,6,4,1,Planning together with fellow facilitators,1
T2 2022,North East,Yes,27,Female,24,Bachelor and above,2016,Yes,Education,13,No,Yes,2,8,9,12,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,27,Male,25,Certificate,2015,Yes,Education,24,No,Yes,21.6,3,6,9,4,1,Planning together with fellow facilitators,1
T2 2022,North East,Yes,27,Female,27,Senior Secondary,2023,Yes,Utilities or construction,24,Yes,Yes,18,4,2,1,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,26,Female,32,Diploma,2013,Yes,Other,5,No,Yes,3,1,3,6,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,26,Female,31,Bachelor and above,2017,Yes,Education,72,Yes,Yes,60,48,117.6,84,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,26,Female,27,Bachelor and above,2016,Yes,Education,48,No,Yes,30,20.4,18,10,4,1,Planning together with fellow facilitators,1
T2 2022,North East,Yes,26,Female,27,Diploma,2015,Yes,Manufacturing,1,Yes,Yes,8,12,3,6,4,1,Planning together with fellow facilitators,1
T2 2022,North East,Yes,26,Male,21,Certificate,2019,Yes,Government or public administration,9,No,Yes,2,3,3,12,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,26,Female,24,Senior Secondary,2019,Yes,Education,6,Yes,Yes,12,12,12,12,4,1,Planning together with fellow facilitators,1
T2 2022,North East,No,25,Female,24,Bachelor and above,2013,Yes,Retail,11,No,Yes,2,6,9,3,4,1,Planning together with fellow facilitators,1
T2 2022,North East,Yes,25,Female,23,Senior Secondary,2019,Yes,Education,16.799999999999997,Yes,Yes,7,16.799999999999997,2,3,4,1,Planning together with fellow facilitators,1
T2 2022,North East,No,25,Other,30,Bachelor and above,2022,Yes,Other,36,No,Yes,24,19,24,36,3,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,25,Female,27,Junior Secondary,2013,Yes,"Health care, social assistance, nonprofit",24,No,Yes,3,18,5,2,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,25,Female,28,Bachelor and above,2017,Yes,"Health care, social assistance, nonprofit",12,No,Yes,2,12,10,6,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,25,Female,22,Diploma,2017,Yes,"Health care, social assistance, nonprofit",2,No,Yes,3,1,8,2,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,25,Female,26,Bachelor and above,2013,Yes,Education,20.4,No,Yes,11,6,12,1,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,25,Female,31,Bachelor and above,2019,Yes,Hotel or food services,36,No,Yes,2,8,4,5,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,25,Female,28,Diploma,2017,Yes,Education,3,No,Yes,3,5,5,6,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,25,Female,27,Senior Secondary,2016,No,"Health care, social assistance, nonprofit",12,Yes,Yes,12,12,7,6,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,25,Male,28,Bachelor and above,2021,No,Utilities or construction,12,No,Yes,2,3,3,4,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,25,Female,30,Bachelor and above,2018,Yes,Other,24,No,Yes,12,3,6,6,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,25,Female,27,Bachelor and above,2021,Yes,Education,3,No,Yes,4,3,12,12,3,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,25,Female,30,Certificate,2017,Yes,Religious,48,No,Yes,36,38.400000000000006,60,6,4,1,Planning together with fellow facilitators,1
T2 2022,North East,Yes,24,Female,31,Certificate,2016,No,"Finance, insurance or information services",27.6,No,Yes,2,14,3,3,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,24,Female,25,Senior Secondary,2019,Yes,"Health care, social assistance, nonprofit",11,Yes,Yes,5,6,2,3,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,24,Female,29,Certificate,2019,No,"Health care, social assistance, nonprofit",36,Yes,Yes,7,24,31.200000000000003,8,4,1,Planning together with fellow facilitators,1
T2 2022,North East,No,24,Female,31,Bachelor and above,2018,Yes,Education,27.6,No,Yes,33.599999999999994,12,22.8,6,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,24,Female,27,Bachelor and above,2013,Yes,Military,36,No,Yes,9,2,3,24,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,24,Male,31,Certificate,2012,Yes,Education,33.599999999999994,No,Yes,36,8,60,36,4,1,Planning together with fellow facilitators,1
T2 2022,North East,No,24,Female,25,Bachelor and above,2020,Yes,Education,10,No,Yes,4,20.4,6,12,3,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,24,Female,27,Bachelor and above,2015,No,Education,12,No,Yes,6,10,24,1,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,24,Female,29,Bachelor and above,2019,Yes,Manufacturing,24,No,Yes,7,3,3,1,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,24,Female,26,Junior Secondary,2019,No,Other,34,No,Yes,6,9,6,10,4,1,Planning together with fellow facilitators,1
T2 2022,North East,Yes,23,Female,28,Senior Secondary,2019,No,Education,36,Yes,Yes,24,12,24,12,3,1,Planning together with fellow facilitators,1
T2 2022,North East,No,23,Female,28,Senior Secondary,2019,Yes,"Health care, social assistance, nonprofit",12,No,Yes,2,13,9,2,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,23,Male,26,Senior Secondary,2017,Yes,"Health care, social assistance, nonprofit",16.799999999999997,No,Yes,3,3,3,11,3,1,Planning together with fellow facilitators,1
T2 2022,North East,No,23,Female,25,Senior Secondary,2020,Yes,Education,6,No,Yes,2,2,6,15,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,23,Female,30,Bachelor and above,2019,Yes,Education,1,No,Yes,2,2,6,5,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,23,Male,28,Senior Secondary,2016,Yes,Government or public administration,18,No,Yes,12,2,12,24,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,23,Female,26,Bachelor and above,2015,Yes,"Health care, social assistance, nonprofit",17,No,Yes,12,3,6,6,3,1,Planning together with fellow facilitators,1
T2 2022,North East,No,23,Female,21,Certificate,2009,Yes,Education,14,No,Yes,8,3,8,12,4,1,Planning together with fellow facilitators,1
T2 2022,North East,No,23,Female,23,Bachelor and above,2018,No,Education,12,No,Yes,2,24,20.4,6,4,1,Planning together with fellow facilitators,1
T2 2022,North East,Yes,23,Female,24,Certificate,2022,Yes,"Health care, social assistance, nonprofit",13.2,No,Yes,4,12,4,60,4,1,Planning together with fellow facilitators,1
T2 2022,North East,Yes,23,Female,28,Bachelor and above,2019,Yes,"Health care, social assistance, nonprofit",14.4,No,Yes,3,3,5,9,4,1,Plan individually,1
T2 2022,North East,No,23,Female,23,Senior Secondary,2018,No,Education,21.6,No,Yes,2,9,18,6,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,23,Male,28,Bachelor and above,2017,Yes,Education,12,No,Yes,11,2,5,3,3,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,22,Female,26,Certificate,2015,Yes,"Health care, social assistance, nonprofit",24,Yes,Yes,2,15,12,12,3,1,Plan individually,0
T2 2022,North East,No,22,Female,24,Bachelor and above,2022,No,Retail,12,No,Yes,12,2,23,12,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,22,Female,31,Senior Secondary,2018,Yes,Education,12,No,Yes,3,27.6,12,9,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,22,Female,33,Bachelor and above,2023,Yes,Education,110.4,No,Yes,66,89,144,75,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,22,Female,25,Senior Secondary,2021,Yes,"Health care, social assistance, nonprofit",38,Yes,Yes,9,29,60,36,4,1,Wait for supervisor or further instruction,0
T2 2022,North East,No,22,Male,31,Senior Secondary,2018,Yes,"Health care, social assistance, nonprofit",11,No,Yes,9,24,6,7,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,22,Female,34,Diploma,2020,Yes,Other,9,No,Yes,18,1,6,3,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,22,Female,32,Diploma,2015,Yes,Other,123.6,No,Yes,36,42,112,53,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,22,Male,26,Senior Secondary,2022,Yes,Government or public administration,6,No,Yes,2,9,14,12,3,1,Plan individually,0
T2 2022,North East,No,21,Female,25,Bachelor and above,2019,Yes,Education,24,No,Yes,2,3,6,4,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,21,Female,26,Bachelor and above,2013,Yes,Education,18,No,Yes,13.2,12,3,6,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,21,Female,30,Certificate,2017,Yes,Hotel or food services,24,No,Yes,6,2,3,5,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,21,Male,21,Senior Secondary,2015,No,"Health care, social assistance, nonprofit",8,No,Yes,6,20.4,12,12,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,21,Male,28,Bachelor and above,2019,Yes,Education,12,No,Yes,9,3,24,24,4,1,Plan individually,1
T2 2022,North East,No,21,Male,30,Bachelor and above,2015,Yes,"Health care, social assistance, nonprofit",12,No,Yes,21.6,3,4,14,4,1,Plan individually,0
T2 2022,North East,Yes,21,Female,27,Senior Secondary,2017,No,"Health care, social assistance, nonprofit",11,Yes,Yes,2,5,12,2,4,1,Plan individually,0
T2 2022,North East,No,21,Male,28,Bachelor and above,2018,Yes,"Health care, social assistance, nonprofit",8,No,Yes,15.6,3,1,11,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,21,Female,25,Senior Secondary,2017,Yes,Government or public administration,86.4,No,Yes,12,38.400000000000006,39.6,11,4,1,Plan individually,0
T2 2022,North East,No,21,Male,27,Senior Secondary,2021,Yes,"Health care, social assistance, nonprofit",18,Yes,Yes,6,3,2,10,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,21,Female,35,Diploma,2021,No,"Health care, social assistance, nonprofit",12,No,Yes,18,2,22.8,12,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,21,Female,25,Bachelor and above,2022,No,"Health care, social assistance, nonprofit",15,No,Yes,3,12,12,3,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,20,Male,24,Certificate,2022,Yes,"Health care, social assistance, nonprofit",9,No,Yes,8,5,3,5,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,20,Male,30,Diploma,2012,Yes,Education,13.2,No,Yes,33.599999999999994,3,6,3,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,20,Female,29,Diploma,2014,Yes,Other,141.60000000000002,Yes,Yes,60,89,120,84,4,1,Plan individually,1
T2 2022,North East,No,20,Female,20,Senior Secondary,2022,No,Hotel or food services,2,No,Yes,12,3,3,3,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,20,Female,23,Junior Secondary,2016,No,Education,12,No,Yes,6,12,12,12,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,20,Female,28,Certificate,2013,Yes,"Health care, social assistance, nonprofit",11,No,Yes,15.6,3,3,3,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,20,Male,25,Certificate,2016,Yes,Retail,1,No,Yes,5,1,3,5,3,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,20,Female,22,Certificate,2013,No,Education,22.8,No,Yes,6,8,12,1,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,20,Female,24,Senior Secondary,2021,Yes,"Health care, social assistance, nonprofit",8,Yes,Yes,9,2,10,1,4,1,Plan individually,0
T2 2022,North East,Yes,20,Male,29,Senior Secondary,2019,Yes,Software or technology,21.6,Yes,Yes,8,1,3,1,4,1,Plan individually,0
T2 2022,North East,No,20,Female,25,Certificate,2016,Yes,"Finance, insurance or information services",20,No,Yes,8,12,2,5,3,1,Plan individually,0
T2 2022,North East,No,20,Male,22,Certificate,2017,Yes,"Health care, social assistance, nonprofit",26,No,Yes,22.8,3,12,4,4,1,Plan individually,0
T2 2022,North East,No,20,Other,25,Bachelor and above,2013,No,Education,41,No,Yes,4,16.799999999999997,24,20,3,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,20,Male,29,Diploma,2022,Yes,"Health care, social assistance, nonprofit",5,No,Yes,15.6,2,12,60,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,20,Female,23,Bachelor and above,2018,No,Education,9,No,Yes,2,5,11,6,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,20,Other,25,Diploma,2017,Yes,"Health care, social assistance, nonprofit",12,No,Yes,11,24,1,16,3,1,Plan individually,0
T2 2022,North East,No,19,Female,31,Certificate,2018,Yes,Other,10,No,Yes,6,2,5,1,4,0,Planning together with fellow facilitators,0
T2 2022,North East,No,19,Female,24,Bachelor and above,2015,Yes,"Health care, social assistance, nonprofit",15.6,No,Yes,12,10,6,3,3,1,Plan individually,0
T2 2022,North East,Yes,19,Female,26,Senior Secondary,2016,Yes,Education,22.8,No,Yes,15.6,2,4,12,4,1,Plan individually,0
T2 2022,North East,No,19,Male,30,Diploma,2020,Yes,"Health care, social assistance, nonprofit",6,No,Yes,6,5,12,10,2,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,19,Female,28,Bachelor and above,2011,Yes,Education,32,No,Yes,6,18,4,5,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,19,Male,24,Diploma,2016,No,Other,19,No,Yes,13.2,18,3,14,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,19,Female,28,Senior Secondary,2016,No,Software or technology,36,No,No,6,36,12,36,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,19,Female,28,Bachelor and above,2019,Yes,"Finance, insurance or information services",24,No,Yes,12,7,5,3,3,1,Plan individually,0
T2 2022,North East,No,19,Female,23,Bachelor and above,2011,Yes,Education,39.6,No,Yes,3,9,4,8,4,1,Plan individually,0
T2 2022,North East,No,19,Female,29,Bachelor and above,2015,Yes,Education,24,No,Yes,6,41,24,18,4,1,Plan individually,0
T2 2022,North East,No,18,Female,22,Bachelor and above,2011,No,"Health care, social assistance, nonprofit",23,No,No,6,9,8,12,4,1,Planning together with fellow facilitators,1
T2 2022,North East,Yes,18,Female,25,Senior Secondary,2017,No,Education,36,Yes,Yes,36,18,48,2,4,0,Planning together with fellow facilitators,1
T2 2022,North East,No,18,Female,23,Certificate,2015,Yes,Utilities or construction,20.4,No,Yes,1,4,8,4,4,1,Plan individually,0
T2 2022,North East,No,18,Female,20,Senior Secondary,2016,No,Education,25.200000000000003,No,Yes,52.8,15,24,4,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,18,Female,24,Senior Secondary,2017,No,Government or public administration,9,No,Yes,12,3,6,14,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,17,Female,25,Senior Secondary,2016,Yes,"Health care, social assistance, nonprofit",12,Yes,Yes,10,12,12,4,4,1,Plan individually,0
T2 2022,North East,Yes,17,Female,28,Diploma,2021,Yes,Other,32.400000000000006,No,Yes,24,12,24,6,4,1,Plan individually,0
T2 2022,North East,No,17,Female,25,Senior Secondary,2019,Yes,Education,21.6,No,No,36,8,15,5,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,17,Female,21,Senior Secondary,2011,No,Education,12,Yes,Yes,11,2,9,6,3,1,Planning together with fellow facilitators,1
T2 2022,North East,No,16,Male,23,Certificate,2008,Yes,Other,6,No,Yes,34,3,6,3,4,0,Planning together with fellow facilitators,0
T2 2022,North East,Yes,16,Female,25,Senior Secondary,2019,Yes,Other,86.4,Yes,Yes,27,32,60,24,2,1,Plan individually,0
T2 2022,North East,No,16,Female,26,Senior Secondary,2022,No,Arts and entertainment,17,No,No,24,2,2,32.400000000000006,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,16,Female,22,Certificate,2015,No,Education,17,No,Yes,36,3,22.8,3,3,0,Planning together with fellow facilitators,0
T2 2022,North East,No,16,Male,21,Senior Secondary,2022,No,Government or public administration,5,No,No,13.2,2,9,12,3,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,15,Female,25,Bachelor and above,2019,Yes,Other,31.200000000000003,No,Yes,2,14,12,6,4,1,Plan individually,0
T2 2022,North East,No,15,Female,32,Bachelor and above,2016,Yes,Education,3,No,Yes,9,3,8,6,4,1,Planning together with fellow facilitators,1
T2 2022,North East,No,15,Female,24,Certificate,2015,Yes,"Health care, social assistance, nonprofit",12,No,Yes,18,5,8,1,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,15,Female,23,Bachelor and above,2009,No,"Health care, social assistance, nonprofit",2,No,Yes,5,5,2,2,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,15,Female,22,Senior Secondary,2018,Yes,"Health care, social assistance, nonprofit",7,Yes,Yes,6,1,4,3,4,0,Planning together with fellow facilitators,0
T2 2022,North East,No,15,Female,28,Certificate,2019,No,Education,3,No,Yes,2,8,21.6,1,4,1,Plan individually,0
T2 2022,North East,No,15,Male,22,Senior Secondary,2014,No,Military,9,No,No,24,3,2,45.6,4,1,Plan individually,0
T2 2022,North East,No,15,Female,30,Certificate,2012,Yes,Education,12,No,Yes,12,6,12,12,3,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,14,Male,30,Bachelor and above,2019,Yes,"Health care, social assistance, nonprofit",48,No,Yes,3,6,3,12,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,14,Female,23,Diploma,2016,Yes,Other,17,No,No,6,12,3,12,4,1,Plan individually,0
T2 2022,North East,No,13,Female,20,Senior Secondary,2019,No,Education,9,No,Yes,18,3,18,9,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,13,Female,31,Senior Secondary,2017,No,Government or public administration,12,No,Yes,5,3,18,16,3,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,13,Female,26,Senior Secondary,2020,Yes,Government or public administration,10,No,Yes,2,1,12,15,3,1,Plan individually,0
T2 2022,North East,No,12,Female,32,Bachelor and above,2014,Yes,"Finance, insurance or information services",32,No,Yes,36,46.8,60,29,4,1,Plan individually,0
T2 2022,North East,No,12,Female,33,Bachelor and above,2018,Yes,Education,13.2,No,Yes,4,1,6,4,3,1,Planning together with fellow facilitators,0
T2 2022,North East,No,12,Female,35,Certificate,2019,Yes,Other,32,Yes,Yes,24,33.599999999999994,19,10,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,10,Female,28,Senior Secondary,2016,Yes,"Health care, social assistance, nonprofit",39.6,Yes,Yes,12,8,11,3,4,0,Planning together with fellow facilitators,0
T2 2022,North East,No,9,Female,24,Senior Secondary,2021,Yes,Government or public administration,13,No,Yes,5,12,8,12,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,9,Female,20,Junior Secondary,2017,No,Software or technology,12,No,Yes,9,2,3,7,4,1,Planning together with fellow facilitators,0
T2 2022,North East,No,9,Female,24,Senior Secondary,2014,Yes,Other,42,Yes,Yes,22.8,12,5,6,4,1,Planning together with fellow facilitators,0
T2 2022,North East,Yes,9,Female,28,Senior Secondary,2020,Yes,Education,5,No,Yes,28,4,22.8,6,4,1,Plan individually,0
T2 2022,North East,Yes,8,Male,21,Senior Secondary,2016,Yes,Retail,12,Yes,Yes,3,7,12,3,4,1,Plan individually,1
T2 2022,North East,No,8,Female,21,Certificate,2022,No,Government or public administration,15,No,No,18,2,6,1,4,1,Plan individually,0
T2 2022,North East,No,7,Female,24,Certificate,2012,Yes,Other,1,No,Yes,8,9,2,6,4,1,Plan individually,0
T2 2022,North East,No,2,Female,25,Certificate,2014,Yes,Other,27.6,No,Yes,24,4,7,5,4,1,Plan individually,0
T2 2022,North West,No,28,Female,33,Bachelor and above,2015,Yes,"Health care, social assistance, nonprofit",10,No,Yes,12,12,1,6,4,1,Planning together with fellow facilitators,0
T2 2022,North West,No,27,Male,27,Bachelor and above,2020,No,Other,30,No,Yes,12,10,11,6,4,1,Planning together with fellow facilitators,1
T2 2022,North West,No,26,Female,24,Bachelor and above,2016,Yes,Education,13,Yes,Yes,2,24,7,9,4,1,Planning together with fellow facilitators,0
T2 2022,North West,No,25,Female,28,Senior Secondary,2014,No,Education,11,No,Yes,9,12,24,12,4,1,Planning together with fellow facilitators,0
T2 2022,North West,No,25,Male,35,Bachelor and above,2018,Yes,Education,24,No,Yes,19.200000000000003,12,22.8,6,3,1,Planning together with fellow facilitators,0
T2 2022,North West,No,25,Female,31,Diploma,2015,Yes,Education,15,No,Yes,4,12,12,1,4,1,Planning together with fellow facilitators,1
T2 2022,North West,No,25,Female,33,Bachelor and above,2016,Yes,Education,12,No,Yes,18,3,4,3,4,1,Planning together with fellow facilitators,0
T2 2022,North West,No,25,Female,25,Bachelor and above,2017,Yes,Hotel or food services,60,No,Yes,12,13,5,6,4,1,Planning together with fellow facilitators,0
T2 2022,North West,No,25,Female,27,Certificate,2017,Yes,Education,19.200000000000003,No,Yes,6,20.4,12,12,4,1,Planning together with fellow facilitators,0
T2 2022,North West,Yes,25,Other,34,Diploma,2021,Yes,Education,18,No,Yes,1,36,1,1,4,1,Planning together with fellow facilitators,0
T2 2022,North West,Yes,24,Female,27,Bachelor and above,2016,No,Education,24,No,Yes,2,13,24,3,4,1,Planning together with fellow facilitators,1
T2 2022,North West,No,24,Female,24,Bachelor and above,2019,Yes,Retail,8,No,Yes,12,8,11,8,4,1,Planning together with fellow facilitators,0
T2 2022,North West,No,23,Male,24,Bachelor and above,2012,Yes,Education,10,No,Yes,8,5,2,2,4,1,Planning together with fellow facilitators,1
T2 2022,North West,Yes,23,Female,30,Certificate,2012,Yes,Education,3,No,Yes,5,4,3,5,4,1,Planning together with fellow facilitators,1
T2 2022,North West,No,23,Female,26,Senior Secondary,2019,Yes,Education,4,No,Yes,5,4,4,11,4,1,Planning together with fellow facilitators,0
T2 2022,North West,No,22,Female,24,Bachelor and above,2018,Yes,Software or technology,16,No,Yes,9,6,3,3,3,1,Planning together with fellow facilitators,0
T2 2022,North West,No,22,Female,23,Junior Secondary,2009,No,"Health care, social assistance, nonprofit",7,Yes,Yes,9,1,3,4,4,1,Planning together with fellow facilitators,0
T2 2022,North West,No,22,Female,26,Diploma,2018,Yes,Arts and entertainment,11,No,Yes,4,2,2,3,3,1,Planning together with fellow facilitators,0
T2 2022,North West,No,22,Female,22,Certificate,2023,Yes,Education,1,No,Yes,2,3,8,3,3,1,Planning together with fellow facilitators,0
T2 2022,North West,No,21,Female,28,Bachelor and above,2013,No,Education,19,No,Yes,6,48,32.400000000000006,15.6,4,1,Plan individually,0
T2 2022,North West,No,21,Male,25,Bachelor and above,2022,Yes,Education,4,No,Yes,12,6,7,5,4,1,Planning together with fellow facilitators,1
T2 2022,North West,No,21,Female,26,Certificate,2021,Yes,"Health care, social assistance, nonprofit",3,Yes,Yes,2,1,3,5,4,1,Planning together with fellow facilitators,0
T2 2022,North West,No,21,Male,26,Certificate,2022,No,Education,9,No,Yes,2,2,5,12,4,1,Planning together with fellow facilitators,1
T2 2022,North West,No,21,Female,32,Certificate,2009,Yes,Retail,1,No,Yes,9,3,9,3,4,1,Planning together with fellow facilitators,1
T2 2022,North West,No,21,Male,33,Diploma,2017,Yes,Education,25.200000000000003,No,Yes,12,12,13.2,24,4,1,Planning together with fellow facilitators,0
T2 2022,North West,No,21,Female,31,Bachelor and above,2016,Yes,Education,16.799999999999997,No,Yes,7,12,2,4,4,1,Plan individually,1
T2 2022,North West,No,21,Male,24,Bachelor and above,2013,Yes,Education,24,No,Yes,22.8,6,6,3,3,1,Planning together with fellow facilitators,1
T2 2022,North West,No,21,Male,26,Bachelor and above,2017,Yes,Education,14.4,No,No,22.8,1,2,33.599999999999994,4,1,Planning together with fellow facilitators,0
